File_Name,PSNR_dB,SSIM,LPIPS
002122.png,28.6846,0.814,0.3839
002123.png,28.5763,0.8024,0.3932
002124.png,19.6816,0.7926,0.3484
002125.png,20.2148,0.8013,0.3239
002126.png,20.1427,0.8099,0.3235
002127.png,19.4747,0.7948,0.3255
002128.png,22.8275,0.7956,0.343
002129.png,30.3688,0.8755,0.4197
002130.png,31.3249,0.8997,0.4141
002131.png,30.6482,0.8497,0.4243
002132.png,26.4987,0.8571,0.3271
002133.png,21.5981,0.726,0.4172
002134.png,22.0041,0.7628,0.4053
002135.png,22.4521,0.7505,0.4307
002136.png,21.8348,0.7682,0.3654
002137.png,26.9177,0.8672,0.2831
002138.png,26.7076,0.864,0.2912
002139.png,27.2846,0.8751,0.2734
002140.png,28.3817,0.8393,0.3617
002141.png,34.6295,0.9138,0.4691
002142.png,32.9379,0.8646,0.5212
002143.png,28.1673,0.5846,0.5799
002144.png,28.0,0.8454,0.3592
002145.png,21.594,0.6734,0.4682
002146.png,23.1162,0.7016,0.4417
002147.png,22.2637,0.6916,0.4429
002148.png,34.3537,0.9238,0.2674
002149.png,34.7993,0.8834,0.3585
002150.png,35.0753,0.9012,0.3913
002151.png,34.1424,0.8801,0.3946
002152.png,24.3021,0.8082,0.3698
002153.png,24.9708,0.3647,0.736
002154.png,24.9563,0.3615,0.7387
002155.png,25.569,0.3782,0.7554
002156.png,25.2296,0.8516,0.3322
002157.png,29.0156,0.7845,0.403
002158.png,27.2667,0.6893,0.4858
002159.png,28.6713,0.7377,0.4686
002160.png,25.6272,0.7631,0.5009
002161.png,22.7145,0.7314,0.4297
002162.png,23.3612,0.7527,0.4286
002163.png,23.1241,0.7434,0.4212
002164.png,23.4152,0.8001,0.3965
002165.png,30.9267,0.829,0.4577
002166.png,32.3246,0.861,0.4229
002167.png,31.7196,0.8473,0.4501
002168.png,31.3013,0.8352,0.4052
002169.png,28.7786,0.9052,0.3191
002170.png,31.2731,0.9459,0.2429
002171.png,31.0469,0.9419,0.2483
002172.png,26.3493,0.8381,0.3826
002173.png,24.7126,0.9226,0.2725
002174.png,24.6559,0.9169,0.2746
002175.png,25.4034,0.918,0.2705
002176.png,30.3211,0.9262,0.1858
002177.png,27.1247,0.7021,0.5525
002178.png,27.0121,0.7015,0.5697
002179.png,27.0775,0.6954,0.5504
002180.png,23.7077,0.7676,0.4221
002181.png,28.9915,0.8803,0.3086
002182.png,28.2416,0.8725,0.2957
002183.png,28.5845,0.8867,0.2988
002184.png,23.9989,0.8352,0.3503
002185.png,32.3639,0.8977,0.3804
002186.png,31.7212,0.8911,0.3778
002187.png,31.6305,0.8914,0.3838
002188.png,22.1996,0.7711,0.3832
002189.png,24.4034,0.8129,0.3881
002190.png,23.4454,0.7804,0.425
002191.png,25.1389,0.8412,0.3822
002192.png,30.0294,0.7696,0.5088
002193.png,32.2415,0.7725,0.5389
002194.png,33.0407,0.7805,0.531
002195.png,32.3925,0.7734,0.5348
002196.png,23.2506,0.8609,0.3047
002197.png,33.2412,0.906,0.2839
002198.png,31.9016,0.8956,0.2814
002199.png,33.6248,0.9104,0.2746
002200.png,24.4706,0.7117,0.485
002201.png,26.099,0.8559,0.3395
002202.png,26.0055,0.8525,0.3441
002203.png,26.1542,0.8565,0.3473
002204.png,18.1101,0.8988,0.2262
002205.png,20.1025,0.8671,0.3036
002206.png,19.9715,0.8705,0.2947
002207.png,20.0979,0.8697,0.3078
002208.png,21.9634,0.6158,0.4397
002209.png,23.8953,0.7508,0.3789
002210.png,24.5508,0.7696,0.373
002211.png,24.195,0.7563,0.3546
002212.png,24.1718,0.4762,0.7081
002213.png,34.3975,0.8706,0.3277
002214.png,33.693,0.8695,0.3299
002215.png,33.4457,0.8688,0.3321
002216.png,30.1965,0.8422,0.2253
002217.png,38.7649,0.7703,0.2737
002218.png,37.3564,0.7984,0.2906
002219.png,35.6316,0.7971,0.3317
002220.png,31.5995,0.7869,0.4995
002221.png,36.0882,0.9233,0.3552
002222.png,35.7176,0.9123,0.3721
002223.png,36.5492,0.9239,0.3476
002224.png,44.139,0.7831,0.3427
002225.png,41.5607,0.8624,0.3219
002226.png,41.437,0.8684,0.3458
002227.png,41.903,0.87,0.2995
002228.png,21.7671,0.8214,0.2864
002229.png,31.7276,0.842,0.43
002230.png,32.1977,0.8444,0.4542
002231.png,31.0906,0.8301,0.4295
002232.png,29.6605,0.7681,0.4559
002233.png,28.981,0.8198,0.3636
002234.png,28.7069,0.8131,0.3704
002235.png,28.0836,0.7816,0.4116
002236.png,21.7297,0.8362,0.3053
002237.png,23.4918,0.8391,0.3273
002238.png,22.7501,0.8263,0.3399
002239.png,22.54,0.8299,0.3087
002240.png,32.526,0.8555,0.3984
002241.png,26.6252,0.4582,0.7373
002242.png,26.6099,0.4664,0.714
002243.png,26.4515,0.4677,0.7037
002244.png,20.7586,0.8715,0.4005
002245.png,33.7856,0.8515,0.409
002246.png,31.9505,0.849,0.4142
002247.png,32.1723,0.8214,0.4049
002248.png,22.5472,0.8575,0.2699
002249.png,29.0943,0.9222,0.3029
002250.png,28.3102,0.9121,0.3073
002251.png,28.0154,0.9042,0.3358
002252.png,23.3597,0.747,0.3947
002253.png,26.1591,0.6626,0.5159
002254.png,25.9885,0.6566,0.5105
002255.png,25.8639,0.6577,0.5219
002256.png,24.7416,0.6758,0.4374
002257.png,19.9147,0.8674,0.2629
002258.png,20.4709,0.8699,0.2566
002259.png,20.0382,0.871,0.2479
002260.png,21.3874,0.7897,0.3336
002261.png,31.5884,0.8503,0.3825
002262.png,30.4635,0.7936,0.4699
002263.png,32.4097,0.863,0.3488
002264.png,21.1404,0.8992,0.2917
002265.png,25.5785,0.9036,0.2277
002266.png,26.4286,0.9087,0.2514
002267.png,26.2005,0.9156,0.2107
002268.png,27.1438,0.9106,0.3347
002269.png,33.6494,0.9141,0.3488
002270.png,34.229,0.9105,0.368
002271.png,33.509,0.8998,0.3542
002272.png,29.1721,0.9456,0.2205
002273.png,36.7821,0.8961,0.3417
002274.png,37.2173,0.8962,0.357
002275.png,37.3698,0.9026,0.348
002276.png,32.2313,0.8478,0.4078
002277.png,26.7704,0.501,0.6435
002278.png,28.7868,0.5699,0.6448
002279.png,29.2089,0.5909,0.6349
002280.png,31.7725,0.9446,0.2588
002281.png,24.8445,0.8923,0.3016
002282.png,24.9575,0.9013,0.2968
002283.png,24.5319,0.8936,0.2985
002284.png,25.6682,0.7623,0.3825
002285.png,23.6004,0.7943,0.3256
002286.png,23.5949,0.8046,0.3256
002287.png,23.7763,0.8101,0.3143
002288.png,28.7952,0.9036,0.3379
002289.png,29.4342,0.9048,0.3302
002290.png,29.7117,0.9089,0.3164
002291.png,29.6832,0.9012,0.3191
002292.png,26.8736,0.604,0.3349
002293.png,24.7648,0.8502,0.347
002294.png,24.5836,0.8454,0.3531
002295.png,24.839,0.8555,0.3523
002296.png,29.4968,0.8579,0.3371
002297.png,29.327,0.8608,0.321
002298.png,29.6023,0.8626,0.3262
002299.png,28.2317,0.8194,0.3665
002300.png,25.9522,0.7112,0.4925
002301.png,32.9533,0.8443,0.4595
002302.png,33.0535,0.8515,0.4479
002303.png,31.671,0.8141,0.4837
002304.png,26.2906,0.8011,0.4674
002305.png,27.1194,0.6555,0.5451
002306.png,26.6063,0.6553,0.5205
002307.png,26.7921,0.6561,0.5258
002308.png,27.0155,0.8755,0.3269
002309.png,28.9992,0.8826,0.3225
002310.png,28.9719,0.8776,0.3356
002311.png,28.8464,0.8708,0.3375
002312.png,31.1779,0.9357,0.2949
002313.png,26.8209,0.9135,0.2454
002314.png,27.7794,0.9274,0.2668
002315.png,26.2421,0.902,0.2689
002316.png,26.4258,0.8705,0.3093
002317.png,18.9509,0.6679,0.4118
002318.png,19.2986,0.6718,0.4262
002319.png,19.4754,0.6807,0.4435
002320.png,28.3576,0.8694,0.4525
002321.png,26.0173,0.8318,0.3411
002322.png,25.5862,0.8192,0.3494
002323.png,24.808,0.8653,0.2954
002324.png,30.8568,0.8668,0.3402
002325.png,30.2241,0.8351,0.4027
002326.png,30.0108,0.8201,0.4097
002327.png,31.1019,0.86,0.364
002328.png,24.1692,0.6202,0.4619
002329.png,30.4926,0.588,0.5168
002330.png,30.3798,0.5851,0.5151
002331.png,26.0422,0.45,0.5385
002332.png,29.0193,0.664,0.5324
002333.png,35.4163,0.8498,0.4798
002334.png,36.1557,0.8749,0.4403
002335.png,34.6988,0.8391,0.4646
002336.png,21.4976,0.7124,0.4024
002337.png,28.985,0.5751,0.6659
002338.png,27.7633,0.5152,0.6745
002339.png,28.4458,0.5337,0.6835
002340.png,26.8239,0.7159,0.5038
002341.png,29.3651,0.7722,0.4775
002342.png,29.8948,0.7842,0.4587
002343.png,30.305,0.7963,0.4299
002344.png,30.5984,0.91,0.3136
002345.png,32.3554,0.8506,0.4106
002346.png,32.4313,0.8527,0.3969
002347.png,32.4008,0.8422,0.4004
002348.png,27.4255,0.8842,0.3436
002349.png,25.3788,0.734,0.4604
002350.png,25.985,0.7542,0.4578
002351.png,25.4063,0.7164,0.485
002352.png,27.4136,0.8871,0.286
002353.png,34.4051,0.9118,0.3826
002354.png,35.5631,0.9248,0.3659
002355.png,35.0042,0.9136,0.3958
002356.png,30.4167,0.9059,0.2749
002357.png,39.687,0.8823,0.3328
002358.png,37.7785,0.9219,0.3085
002359.png,41.8799,0.8991,0.2562
002360.png,19.9606,0.7885,0.3712
002361.png,24.8009,0.8594,0.3109
002362.png,24.2057,0.8354,0.3395
002363.png,24.4891,0.8468,0.3124
002364.png,26.4882,0.7855,0.333
002365.png,33.5127,0.9363,0.201
002366.png,33.4306,0.9358,0.2195
002367.png,32.8479,0.9388,0.2048
002368.png,27.9665,0.8503,0.391
002369.png,33.6048,0.9025,0.2974
002370.png,34.6996,0.9141,0.2873
002371.png,33.827,0.913,0.2839
002372.png,28.3149,0.9196,0.2398
002373.png,28.991,0.8943,0.3083
002374.png,29.8585,0.8965,0.2854
002375.png,28.6072,0.864,0.3526
002376.png,37.2969,0.9253,0.3464
002377.png,25.0824,0.7839,0.4147
002378.png,24.8082,0.7645,0.431
002379.png,24.1159,0.7469,0.4444
002380.png,30.4363,0.8797,0.3958
002381.png,26.1928,0.469,0.6555
002382.png,26.2174,0.4735,0.6532
002383.png,26.3214,0.469,0.6706
002384.png,32.8882,0.8824,0.4182
002385.png,22.0434,0.3836,0.5292
002386.png,22.2541,0.3922,0.5395
002387.png,21.9112,0.3717,0.5488
002388.png,24.3901,0.832,0.3791
002389.png,24.6109,0.65,0.4986
002390.png,24.4349,0.6508,0.5095
002391.png,25.9135,0.6744,0.5186
002392.png,32.7262,0.8411,0.5516
002393.png,20.4502,0.777,0.3141
002394.png,20.3882,0.7722,0.3212
002395.png,20.0738,0.7643,0.3329
002396.png,25.8566,0.8266,0.3685
002397.png,27.9398,0.7151,0.4804
002398.png,27.9721,0.7189,0.4721
002399.png,28.365,0.7225,0.4698
002400.png,23.6424,0.8058,0.3802
002401.png,21.2449,0.7038,0.4385
002402.png,21.1532,0.6918,0.4284
002403.png,21.073,0.6821,0.449
002404.png,23.6924,0.8468,0.3358
002405.png,32.9385,0.904,0.401
002406.png,32.0699,0.862,0.4283
002407.png,33.683,0.9109,0.4008
002408.png,30.823,0.8642,0.4926
002409.png,21.3964,0.7422,0.3637
002410.png,21.887,0.7557,0.3599
002411.png,21.1306,0.7173,0.411
002412.png,26.617,0.8291,0.3643
002413.png,33.601,0.9097,0.4557
002414.png,33.5916,0.8699,0.496
002415.png,33.46,0.8608,0.5264
002416.png,21.0553,0.8019,0.3166
002417.png,26.3873,0.8271,0.2743
002418.png,27.4393,0.8564,0.2638
002419.png,27.73,0.8416,0.2725
002420.png,32.553,0.8167,0.449
002421.png,30.4602,0.8488,0.3924
002422.png,31.9439,0.9001,0.3408
002423.png,31.8217,0.8913,0.3509
002424.png,35.9313,0.9044,0.3195
002425.png,33.9913,0.9039,0.4103
002426.png,34.8221,0.9105,0.3852
002427.png,33.8636,0.8973,0.405
002428.png,27.6962,0.8176,0.4291
002429.png,27.5872,0.8232,0.3935
002430.png,28.1419,0.8251,0.4197
002431.png,26.5788,0.7964,0.422
002432.png,29.4517,0.8911,0.3562
002433.png,27.8523,0.8142,0.3881
002434.png,26.8673,0.7831,0.4077
002435.png,26.186,0.7681,0.3906
002436.png,22.9882,0.7665,0.4247
002437.png,21.1957,0.2977,0.7052
002438.png,20.7471,0.2791,0.7451
002439.png,20.4568,0.2716,0.7485
002440.png,27.9025,0.7768,0.4503
002441.png,29.409,0.9163,0.3062
002442.png,29.503,0.9168,0.2943
002443.png,29.7384,0.9115,0.2955
002444.png,31.8782,0.9125,0.3387
002445.png,30.1086,0.842,0.3622
002446.png,29.4509,0.8187,0.3784
002447.png,27.7366,0.7631,0.4451
002448.png,29.4734,0.8068,0.4552
002449.png,32.7914,0.8751,0.4298
002450.png,32.5716,0.8671,0.435
002451.png,32.2763,0.8538,0.4401
002452.png,33.2569,0.9254,0.3396
002453.png,26.7316,0.8915,0.2778
002454.png,27.0709,0.8939,0.2682
002455.png,28.211,0.9174,0.2691
002456.png,32.5566,0.7958,0.5285
002457.png,23.8401,0.8647,0.2548
002458.png,23.0367,0.8536,0.2562
002459.png,24.1617,0.8773,0.2425
002460.png,36.8229,0.9045,0.3492
002461.png,33.1776,0.8986,0.2928
002462.png,33.1601,0.9056,0.3012
002463.png,33.3552,0.8973,0.3016
002464.png,32.136,0.7187,0.5504
002465.png,26.8487,0.8437,0.3332
002466.png,26.6794,0.8572,0.319
002467.png,25.8077,0.8224,0.324
002468.png,16.6205,0.6665,0.4251
002469.png,29.1567,0.6669,0.4662
002470.png,29.1701,0.6366,0.5063
002471.png,28.1757,0.4939,0.6163
002472.png,21.8433,0.835,0.2636
002473.png,17.991,0.8204,0.2992
002474.png,18.1175,0.8157,0.3032
002475.png,17.9995,0.8156,0.3242
002476.png,28.79,0.8111,0.4156
002477.png,34.226,0.92,0.3315
002478.png,34.08,0.9252,0.2986
002479.png,34.4544,0.9304,0.3094
002480.png,25.3856,0.7871,0.4086
002481.png,29.5516,0.9251,0.403
002482.png,31.4544,0.9277,0.4305
002483.png,29.1318,0.9212,0.398
002484.png,35.3026,0.9509,0.2428
002485.png,32.8875,0.7995,0.4831
002486.png,32.9989,0.8021,0.503
002487.png,30.7829,0.7567,0.5326
002488.png,26.3575,0.8552,0.4045
002489.png,29.434,0.6816,0.5661
002490.png,30.1795,0.7313,0.5058
002491.png,29.2509,0.6927,0.5396
002492.png,24.9774,0.6921,0.4872
002493.png,22.4734,0.7294,0.4469
002494.png,21.4979,0.7045,0.4239
002495.png,21.7736,0.7125,0.415
002496.png,21.2843,0.7926,0.3826
002497.png,29.8985,0.7787,0.4726
002498.png,29.299,0.766,0.4887
002499.png,30.7559,0.8082,0.4478
002500.png,27.3697,0.8889,0.2864
002501.png,25.3545,0.724,0.5025
002502.png,25.3723,0.7206,0.5088
002503.png,25.3877,0.7166,0.5219
002504.png,26.2919,0.8481,0.3312
002505.png,36.64,0.918,0.3809
002506.png,37.1272,0.9183,0.3871
002507.png,37.6883,0.9321,0.4104
002508.png,26.9321,0.7828,0.3688
002509.png,21.9938,0.5247,0.6066
002510.png,21.6501,0.5546,0.5858
002511.png,21.632,0.5259,0.595
002512.png,24.9575,0.8414,0.2788
002513.png,30.8509,0.8213,0.1627
002514.png,30.2488,0.8223,0.1974
002515.png,30.807,0.8232,0.1817
002516.png,29.5589,0.8246,0.5215
002517.png,23.4442,0.3454,0.7957
002518.png,23.3501,0.3476,0.764
002519.png,23.5155,0.3741,0.7428
002520.png,27.7916,0.8154,0.3911
002521.png,31.3136,0.6661,0.6309
002522.png,32.1012,0.7142,0.6149
002523.png,31.2004,0.6659,0.6367
002524.png,24.3982,0.7026,0.3855
002525.png,25.1915,0.854,0.3178
002526.png,24.2764,0.8112,0.3694
002527.png,24.6508,0.8295,0.3481
002528.png,27.2218,0.9249,0.2882
002529.png,35.3368,0.9397,0.3319
002530.png,36.232,0.9482,0.362
002531.png,36.3119,0.9491,0.3515
002532.png,26.7312,0.8019,0.3588
002533.png,18.3509,0.5893,0.593
002534.png,18.0497,0.5727,0.5685
002535.png,18.0469,0.5799,0.5892
002536.png,23.0867,0.77,0.4449
002537.png,10.6769,0.3306,0.6
002538.png,22.4975,0.3104,0.7297
002539.png,10.7502,0.3333,0.606
002540.png,20.1157,0.8614,0.2835
002541.png,20.6206,0.9248,0.1443
002542.png,20.2692,0.9187,0.1463
002543.png,20.5224,0.9234,0.1335
002544.png,24.6786,0.8058,0.3759
002545.png,26.8302,0.8084,0.4183
002546.png,28.5778,0.8401,0.4016
002547.png,26.913,0.7233,0.462
002548.png,26.4997,0.8214,0.356
002549.png,29.698,0.8988,0.2943
002550.png,30.0816,0.9031,0.2835
002551.png,30.1422,0.8956,0.2727
002552.png,27.2805,0.8447,0.4589
002553.png,29.3137,0.7115,0.5479
002554.png,30.123,0.726,0.5348
002555.png,29.6674,0.705,0.5589
002556.png,31.0846,0.9406,0.3204
002557.png,26.8773,0.8345,0.3454
002558.png,27.886,0.8552,0.3357
002559.png,27.2356,0.8679,0.3183
002560.png,24.838,0.8963,0.2874
002561.png,26.9808,0.8302,0.4032
002562.png,27.5451,0.8335,0.4085
002563.png,27.0883,0.8337,0.4118
002564.png,25.7402,0.5264,0.6151
002565.png,24.1958,0.5052,0.5899
002566.png,24.422,0.4851,0.6153
002567.png,25.1757,0.509,0.5844
002568.png,29.2421,0.8605,0.3591
002569.png,34.5592,0.8186,0.5695
002570.png,26.6961,0.592,0.6626
002571.png,27.4619,0.6125,0.6698
002572.png,32.636,0.9342,0.2408
002573.png,30.6025,0.7825,0.4925
002574.png,33.6375,0.8887,0.3532
002575.png,32.2396,0.8367,0.4662
002576.png,23.3837,0.707,0.4213
002577.png,30.0386,0.8717,0.3226
002578.png,30.5156,0.8727,0.3105
002579.png,28.6634,0.8193,0.3695
002580.png,20.8792,0.7481,0.4092
002581.png,24.1678,0.6395,0.5254
002582.png,22.8445,0.6029,0.5571
002583.png,23.2204,0.6155,0.5318
002584.png,27.1407,0.8877,0.3002
002585.png,31.1118,0.899,0.2806
002586.png,31.4299,0.8969,0.2672
002587.png,30.6698,0.8984,0.289
002588.png,25.1936,0.9036,0.221
002589.png,27.4381,0.9092,0.2741
002590.png,28.4399,0.9162,0.2883
002591.png,27.2034,0.9144,0.2588
002592.png,33.2618,0.8952,0.3608
002593.png,31.0862,0.7219,0.563
002594.png,31.4193,0.7268,0.5625
002595.png,33.1893,0.8013,0.552
002596.png,38.6764,0.9522,0.2427
002597.png,26.1027,0.9039,0.2122
002598.png,25.4573,0.892,0.2238
002599.png,25.1994,0.8879,0.2301
002600.png,30.4101,0.8502,0.3806
002601.png,28.3312,0.7471,0.491
002602.png,27.9295,0.7282,0.5131
002603.png,27.9489,0.7424,0.4933
002604.png,29.3726,0.7366,0.5208
002605.png,23.1067,0.3752,0.6952
002606.png,25.5689,0.4265,0.6977
002607.png,22.9983,0.3704,0.6975
002608.png,34.1124,0.8983,0.4719
002609.png,30.9751,0.9435,0.216
002610.png,29.6136,0.9344,0.2218
002611.png,29.9601,0.9431,0.223
002612.png,29.4111,0.805,0.4372
002613.png,31.5801,0.8709,0.3704
002614.png,31.366,0.8764,0.367
002615.png,31.4417,0.8785,0.3528
002616.png,23.562,0.7811,0.4147
002617.png,26.7799,0.8225,0.3281
002618.png,26.9007,0.8207,0.346
002619.png,26.7908,0.8379,0.3208
002620.png,23.7012,0.4068,0.6662
002621.png,30.8731,0.8278,0.4655
002622.png,30.4593,0.8134,0.4816
002623.png,29.6272,0.7903,0.4988
002624.png,26.7873,0.4945,0.6673
002625.png,24.7252,0.521,0.6013
002626.png,25.6262,0.5412,0.5893
002627.png,25.1087,0.5348,0.6018
002628.png,32.891,0.9134,0.3665
002629.png,28.4293,0.8432,0.2946
002630.png,29.0594,0.8421,0.3057
002631.png,29.1273,0.8458,0.3008
002632.png,25.5825,0.8223,0.36
002633.png,23.3808,0.4306,0.6222
002634.png,22.7228,0.4366,0.6063
002635.png,20.6132,0.4101,0.6127
002636.png,22.2908,0.8177,0.3221
002637.png,10.763,0.3381,0.6007
002638.png,10.6944,0.3293,0.5941
002639.png,10.7293,0.334,0.6059
002640.png,24.2147,0.8101,0.3076
002641.png,21.6056,0.7767,0.3728
002642.png,21.8286,0.7709,0.3869
002643.png,21.5148,0.7706,0.3716
002644.png,29.9877,0.9104,0.3163
002645.png,33.6264,0.8976,0.4327
002646.png,33.0893,0.8914,0.4138
002647.png,30.882,0.8365,0.4987
002648.png,28.8802,0.8199,0.3868
002649.png,24.5062,0.3797,0.7053
002650.png,24.3063,0.3796,0.6822
002651.png,25.0335,0.3895,0.706
002652.png,30.0354,0.8451,0.5694
002653.png,23.0966,0.7234,0.4253
002654.png,23.1611,0.7573,0.4158
002655.png,22.6807,0.707,0.4312
002656.png,26.372,0.7812,0.4086
002657.png,30.2606,0.8299,0.4215
002658.png,29.7262,0.8066,0.4293
002659.png,30.4939,0.8377,0.4144
002660.png,26.8588,0.8033,0.4433
002661.png,32.6782,0.8939,0.3898
002662.png,32.8212,0.8906,0.4108
002663.png,32.8252,0.8983,0.4003
002664.png,30.2139,0.9121,0.2546
002665.png,27.0982,0.8513,0.3169
002666.png,26.6045,0.8361,0.3461
002667.png,26.0891,0.8278,0.3334
002668.png,25.942,0.7431,0.4777
002669.png,25.0251,0.7839,0.441
002670.png,25.6931,0.7688,0.4563
002671.png,25.3762,0.7972,0.42
002672.png,21.7401,0.8005,0.328
002673.png,27.9811,0.8275,0.5174
002674.png,27.1737,0.803,0.5361
002675.png,25.635,0.8146,0.4378
002676.png,29.8258,0.7278,0.4553
002677.png,27.856,0.7482,0.4593
002678.png,28.1445,0.7789,0.416
002679.png,27.4851,0.7687,0.4297
002680.png,26.5216,0.8354,0.3525
002681.png,20.2666,0.8326,0.2833
002682.png,20.8796,0.8277,0.2929
002683.png,20.3402,0.8445,0.2789
002684.png,24.7072,0.7969,0.3436
002685.png,30.935,0.9139,0.4256
002686.png,30.6137,0.9095,0.4505
002687.png,33.0345,0.9164,0.3794
002688.png,26.5235,0.8503,0.3672
002689.png,26.2172,0.8268,0.3145
002690.png,25.684,0.8187,0.3333
002691.png,25.9181,0.8063,0.3671
002692.png,34.4486,0.8871,0.5274
002693.png,35.6315,0.919,0.4511
002694.png,22.6395,0.3443,0.7213
002695.png,22.8192,0.3506,0.7202
002696.png,29.6592,0.8022,0.4194
002697.png,25.278,0.3902,0.7454
002698.png,24.4078,0.3681,0.7353
002699.png,24.1008,0.4039,0.6604
002700.png,25.5725,0.7899,0.4129
002701.png,32.9852,0.8413,0.419
002702.png,34.418,0.8631,0.3925
002703.png,34.7067,0.8656,0.4036
002704.png,18.5627,0.7586,0.3846
002705.png,24.0369,0.8737,0.3116
002706.png,22.6404,0.8615,0.3243
002707.png,24.087,0.878,0.2985
002708.png,25.4944,0.6283,0.5188
002709.png,28.1064,0.771,0.422
002710.png,27.6312,0.7532,0.4377
002711.png,27.03,0.7133,0.4645
002712.png,31.1009,0.8347,0.3811
002713.png,20.5975,0.3983,0.7146
002714.png,21.019,0.3842,0.7297
002715.png,20.3969,0.3991,0.6945
002716.png,18.3088,0.707,0.417
002717.png,26.5653,0.8199,0.3441
002718.png,25.7909,0.7963,0.343
002719.png,25.815,0.8007,0.3297
002720.png,21.581,0.8277,0.324
002721.png,20.1531,0.7587,0.4208
002722.png,20.0357,0.7566,0.4381
002723.png,20.0628,0.7574,0.419
002724.png,27.7794,0.8826,0.3242
002725.png,32.0201,0.9035,0.287
002726.png,33.2277,0.9206,0.3153
002727.png,32.8993,0.9116,0.3117
002728.png,20.203,0.5935,0.4878
002729.png,33.6867,0.8901,0.4801
002730.png,34.3046,0.9103,0.4722
002731.png,32.7396,0.8936,0.5012
002732.png,26.9087,0.9091,0.2352
002733.png,29.0414,0.8224,0.342
002734.png,27.9741,0.7673,0.3643
002735.png,29.732,0.8415,0.3224
002736.png,28.4388,0.9112,0.2393
002737.png,27.6996,0.8751,0.3165
002738.png,26.2974,0.8531,0.3246
002739.png,26.5275,0.8612,0.3155
002740.png,29.4391,0.8072,0.4152
002741.png,20.2977,0.7052,0.4273
002742.png,21.0015,0.735,0.4009
002743.png,19.8488,0.6945,0.4381
002744.png,18.693,0.7333,0.3652
002745.png,30.7021,0.8625,0.4378
002746.png,30.2427,0.8573,0.4396
002747.png,30.389,0.85,0.4438
002748.png,30.038,0.8914,0.2886
002749.png,25.3845,0.7344,0.4065
002750.png,25.3939,0.7386,0.3948
002751.png,25.3397,0.733,0.406
002752.png,29.3424,0.8949,0.2764
002753.png,32.8832,0.9125,0.2781
002754.png,35.4267,0.9264,0.2634
002755.png,34.4752,0.9166,0.2648
002756.png,31.6148,0.7186,0.6208
002757.png,23.0712,0.3961,0.7337
002758.png,22.9122,0.3724,0.7491
002759.png,23.2176,0.4209,0.7056
002760.png,30.6093,0.8821,0.4637
002761.png,28.5108,0.8955,0.4422
002762.png,29.8197,0.8914,0.4763
002763.png,29.0693,0.8788,0.4612
002764.png,27.0842,0.7994,0.361
002765.png,34.234,0.796,0.5539
002766.png,32.9522,0.7567,0.5421
002767.png,33.1598,0.7738,0.5539
002768.png,29.7153,0.9073,0.4836
002769.png,24.4506,0.5186,0.5724
002770.png,26.1784,0.5747,0.5453
002771.png,24.9421,0.524,0.5764
002772.png,28.8301,0.9016,0.4451
002773.png,27.7806,0.8632,0.3552
002774.png,27.1342,0.8395,0.39
002775.png,26.9373,0.8506,0.3586
002776.png,19.2405,0.7104,0.4074
002777.png,23.2322,0.8187,0.3661
002778.png,22.4859,0.8176,0.3731
002779.png,22.2678,0.8207,0.3845
002780.png,26.1262,0.6697,0.4641
002781.png,23.7969,0.8327,0.3822
002782.png,23.9826,0.8356,0.3764
002783.png,23.7176,0.8293,0.3758
002784.png,27.7839,0.8126,0.3823
002785.png,25.9668,0.8411,0.3234
002786.png,25.8165,0.8429,0.3183
002787.png,26.167,0.8358,0.3356
002788.png,29.2508,0.6603,0.5045
002789.png,23.3992,0.6055,0.641
002790.png,23.1265,0.5949,0.6259
002791.png,22.829,0.5999,0.6569
002792.png,29.5364,0.8289,0.3917
002793.png,33.0806,0.8864,0.3743
002794.png,34.1138,0.8985,0.3551
002795.png,34.5127,0.9087,0.3762
002796.png,26.2439,0.8626,0.4166
002797.png,28.9886,0.5916,0.5917
002798.png,29.1391,0.5978,0.58
002799.png,28.8697,0.5841,0.6051
002800.png,21.357,0.7153,0.4492
002801.png,27.3718,0.6549,0.5618
002802.png,27.695,0.6648,0.5832
002803.png,26.9903,0.6484,0.594
002804.png,27.3494,0.8094,0.3806
002805.png,26.8935,0.4831,0.6907
002806.png,25.0696,0.4182,0.7262
002807.png,26.2612,0.463,0.6894
002808.png,23.9886,0.7801,0.3669
002809.png,30.4063,0.7315,0.4962
002810.png,30.1897,0.7433,0.4776
002811.png,29.6231,0.7439,0.4699
002812.png,29.5135,0.903,0.2465
002813.png,28.5922,0.8979,0.2905
002814.png,29.6074,0.9243,0.2429
002815.png,29.1702,0.9296,0.2151
002816.png,29.9571,0.8922,0.2989
002817.png,30.3603,0.7987,0.4046
002818.png,27.2823,0.7276,0.4864
002819.png,31.0781,0.8219,0.4047
002820.png,23.2453,0.7642,0.4917
002821.png,25.946,0.7395,0.4816
002822.png,25.3151,0.7208,0.4884
002823.png,25.2567,0.7354,0.4705
002824.png,24.7133,0.8234,0.3398
002825.png,23.2382,0.6334,0.5067
002826.png,23.2394,0.6218,0.5343
002827.png,23.054,0.6701,0.5131
002828.png,34.6414,0.9241,0.362
002829.png,30.5685,0.6803,0.5486
002830.png,30.1644,0.683,0.5369
